Cliente/Fornec,Descrição,Espessura,Largura,Compr,Potencial/consumo/mês-Kg,Tipo Material,Família Produto,E-mail,Contato,Fone,e-mail,Representante,Número de Faturamentos - No ANO,Peso Acumulado Faturado - No ANO,Peso Médio Mensal Faturado - No ANO,Dias s/ Compra,Situação, Cliente Prioritário, Preço Médio , Potencial Financeiro, Potencial de Comissão,12/19/2023,2023,12
DAL MORO,"TIRA FF BOB 0,60 NBR6658 OL",0.6,118.00,,"12,000",TFF OL BOB,FITA,ferdalmoro@terra.com.br ,FERNANDA,3226-2333,, Sem Atendimento,  -   ,  -   ,  -   ,"4,467",Inativo,, - , -, -,,,
DAL MORO,"TIRA FF BOB 1,20 NBR6658 OL",1.2,49.30,,500,TFF OL BOB,FITA,ferdalmoro@terra.com.br ,FERNANDA,3226-2333,, Sem Atendimento,  -   ,  -   ,  -   ,"4,467",Inativo,, - , -, -,,,
DAL MORO,"TIRA FF BOB 0,60 NBR6658 OL",0.6,195.50,,500,TFF OL BOB,FITA,ferdalmoro@terra.com.br ,FERNANDA,3226-2333,, Sem Atendimento,  -   ,  -   ,  -   ,"4,467",Inativo,, - , -, -,,,
DAL MORO,"TIRA FF BOB 1,50 NBR6658 OL",1.5,23.50,,500,TFF OL BOB,FITA,ferdalmoro@terra.com.br ,FERNANDA,3226-2333,, Sem Atendimento,  -   ,  -   ,  -   ,"4,467",Inativo,, - , -, -,,,
DAVAL,"CHAPA FF 0,45 NBR6658 OL",0.45,"1,200.00",3000,500,CFF OL ,CHAPA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,45 NBR6658 OL",0.45,166.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,45 NBR6658 OL",0.45,100.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,45 NBR6658 OL",0.45,139.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,45 NBR6658 OL",0.45,125.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,45 NBR6658 OL",0.45,19.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,60 NBR6658 OL",0.6,28.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,60 NBR6658 OL",0.6,25.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,60 NBR6658 OL",0.6,142.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,60 NBR6658 OL",0.6,17.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 0,60 NBR6658 OL",0.6,166.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DAVAL,"TIRA FF BOB 1,20 NBR6658 OL",1.2,15.00,,500,TFF OL BOB,FITA,compras@daval.com.br,,3220-0800,, Sem Atendimento,  -   ,  -   ,  -   ,"4,645",Inativo,, - , -, -,,,
DECORWOOD,,,,,,,,cecilia.deco@terra.com.br,,3229-6705,, MACIEL,  -   ,  -   ,  -   ,"4,870",Inativo,, - , -, -,,,
DEMORE,"CHAPA FQ 2,65 NBR6658",2.65,"1,200.00",3000,0,CFQ ,CHAPA,flavia@apdemore.com.br,FLAVIA,3028-5150,, Sem Atendimento,  -   ,  -   ,  -   ,"5,430",Inativo,, - , -, -,,,
DEMORE,"CHAPA GR LTQ  8,00 NBR8300",8,"1,200.00",3000,0,CG DO LTQ,CHAPA,flavia@apdemore.com.br,FLAVIA,3028-5150,, Sem Atendimento,  -   ,  -   ,  -   ,"5,430",Inativo,, - , -, -,,,
DITAL IND E,"TIRA FF BOB 1,20 NBR6658 OL",1.2,15.00,,500,TFF OL BOB,FITA,compras@dital.com.br,,,, Sem Atendimento,  -   ,  -   ,  -   ,"4,256",Inativo,, - , -, -,,,
EMEVE,,,,,,,,fboavista@hotmail.com,JULIANO,54 3219 -5292,, HAMILTON,  -   ,  -   ,  -   ,sem compra,sem compra,, - , -, -,,,
ENGATCAR,"CHAPA FF 0,60 NBR5915 EP OL",0.6,"1,200.00",3000,"1,000",CFF OL ,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FF 1,20 NBR6658 OL",1.2,"1,200.00",3000,"1,000",CFF OL ,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FF 1,50 NBR6658 OL",1.5,"1,200.00",3000,"1,000",CFF OL ,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FF 1,50 NBR6658 OL",1.5,"1,000.00",3000,"1,000",CFF OL ,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ 2,00 NBR6658",2,"1,200.00",3000,"1,000",CFQ ,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 2,50 SEGUNDA QUALIDADE",2.5,"1,500.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 2,65 SEGUNDA QUALIDADE",2.65,"1,200.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 2,65 SEGUNDA QUALIDADE",2.65,"1,000.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 2,65 SEGUNDA QUALIDADE",2.65,"1,500.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 3,00 SEGUNDA QUALIDADE",3,"1,500.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 3,00 SAE1006 OL",3,"1,200.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 3,00 NBR6658 OL",3,"1,500.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 3,00 SEGUNDA QUALIDADE",3,"1,000.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 3,35 SEGUNDA QUALIDADE",3.35,"1,200.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 3,75 NBR6658 OL",3.75,"1,200.00",3000,"2,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA FQ DEC 4,75 SAE1045 OL",4.75,"1,200.00",3000,"12,000",CFQ DEC OL,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENGATCAR,"CHAPA GR LTQ  6,30 NBR8300",6.3,"1,200.00",3000,"1,000",CG DO LTQ,CHAPA,suprimentos@engatcar.com.br,JORGE,3535-1771,, JOCIARA,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ 1,50 NBR6658",1.5,"1,200.00",3000,"1,000",CFQ ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FF 1,50 SEGUNDA QUALIDADE",1.5,"1,500.00",3000,"1,000",CFF OL ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ 1,80 SEGUNDA QUALIDADE",1.8,"1,200.00",3000,"1,000",CFQ ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ 2,00 SEGUNDA QUALIDADE",2,"1,000.00",3000,"1,000",CFQ ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ DEC 2,65 NBR6658 OL",2.65,"1,200.00",3000,"1,000",CFQ DEC OL,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ 2,65 NBR6658",2.65,"1,000.00",3000,"1,000",CFQ ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ DEC 2,65 SAE1008 OL",2.65,"1,500.00",1800,"1,000",CFQ DEC OL,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ DEC 2,65 NBR6658 OL",2.65,"1,500.00",3000,"1,000",CFQ DEC OL,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ 2,65 SEGUNDA QUALIDADE",2.65,"1,500.00",3000,"1,000",CFQ ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ 2,65 COS-AR COR300",2.65,"1,100.00",3000,"1,000",CFQ ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA FQ 3,00 SEGUNDA QUALIDADE",3,"1,200.00",3000,"1,000",CFQ ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA GR LTQ  8,00 NBR8300",8,"1,200.00",3000,"1,000",CG DO LTQ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ENIO SCARIOT,"CHAPA GR LTQ  9,50 SAE1010",9.5,"1,000.00",3000,"1,000",CG DO LTQ,CHAPA,enioscariot@uol.com.br,ENIO,3202-1181,, MACIEL,  -   ,  -   ,  -   ,"3,007",Inativo, sim, - , -, -,,,
ESCOVAS CRUZ,"TIRA FF BOB 0,45 NBR5915 EM OL",0.45,61.00,,"1,000",TFF OL BOB,FITA,,PAULO,3212-22-25,, Sem Atendimento,  -   ,  -   ,  -   ,"4,661",Inativo,, - , -, -,,,
ESCOVAS CRUZ,"TIRA FF BOB 0,45 NBR5915 EM OL",0.45,73.50,,"1,000",TFF OL BOB,FITA,,PAULO,3212-22-25,, Sem Atendimento,  -   ,  -   ,  -   ,"4,661",Inativo,, - , -, -,,,
ESCOVAS CRUZ,"TIRA FF BOB 0,45 NBR5915 EM OL",0.45,54.00,,"1,000",TFF OL BOB,FITA,,PAULO,3212-22-25,, Sem Atendimento,  -   ,  -   ,  -   ,"4,661",Inativo,, - , -, -,,,
ESCOVAS CRUZ,"TIRA FF BOB 0,45 NBR6658 OL",0.45,54.00,,"1,000",TFF OL BOB,FITA,,PAULO,3212-22-25,, Sem Atendimento,  -   ,  -   ,  -   ,"4,661",Inativo,, - , -, -,,,
ESCOVAS CRUZ,"TIRA FF BOB 0,45 NBR6658 OL",0.45,73.50,,"1,000",TFF OL BOB,FITA,,PAULO,3212-22-25,, Sem Atendimento,  -   ,  -   ,  -   ,"4,661",Inativo,, - , -, -,,,
ESCOVAS CRUZ,"TIRA FF BOB 0,60 NBR5915 EM OL",0.6,54.00,,"1,000",TFF OL BOB,FITA,,PAULO,3212-22-25,, Sem Atendimento,  -   ,  -   ,  -   ,"4,661",Inativo,, - , -, -,,,
FABBOF,"CHAPA FF 0,90 SAE1006 OL",0.9,"1,000.00",3000,"3,000",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 0,90 SAE1006 OL",0.9,"1,200.00",2800,"1,000",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 0,90 NBR5915 EM OL",0.9,"1,200.00",2800,"1,000",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 0,80 SAE1006 OL",0.8,"1,000.00",3000,"5,000",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 0,80 SAE1006 OL",0.8,"1,500.00",2800,"3,000",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 1,20 SAE1008 OL",1.2,"1,000.00",3000,"2,500",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 1,20 SAE1008 OL",1.2,"1,200.00",3000,"7,500",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 1,06 SAE1006 OL",1.06,"1,000.00",3000,500,CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 1,06 NBR5915 EEP OL",1.06,"1,000.00",1840,"6,000",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA ZC 1,25 NBR7008 ZC CR MIN RV B",1.25,"1,000.00",3000,500,CZC,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA ZC 1,55 NBR7008 ZC CR MIN RV B",1.55,"1,000.00",2218,"4,000",CZC,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA ZC 1,55 NBR7008 ZC CR MIN RV B",1.55,"1,200.00",3000,"5,000",CZC,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA ZC 1,55 NBR7008 ZC CR MIN RV B",1.55,"1,500.00",3000,"3,000",CZC,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 1,50 NBR6658 OL",1.5,"1,000.00",3000,"2,700",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 1,50 NBR6658 OL",1.5,"1,000.00",3000,"2,700",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA ZC 1,55 NBR7008 ZC CR NO RV Z275",1.55,"1,200.00",2200,"2,500",CZC,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FF 1,90 NBR6658 OL",1.9,"1,200.00",3000,"1,000",CFF OL ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FQ 2,00 NBR6658",2,"1,200.00",3000,"3,000",CFQ ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FQ 2,25 NBR6658",2.25,"1,200.00",3000,"1,000",CFQ ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FQ 2,65 NBR6658",2.65,"1,200.00",3000,"1,500",CFQ ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FQ 3,00 NBR6658",3,"1,200.00",3000,"3,000",CFQ ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FQ DEC 3,00 NBR6658 OL",3,"1,200.00",3000,"1,500",CFQ DEC OL,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FQ DEC 3,75 SAE1008 OL",3.75,"1,200.00",3000,500,CFQ DEC OL,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FQ 4,75 NBR6658",4.75,"1,200.00",3000,"2,700",CFQ ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA FQ DEC 4,75 NBR6658 OL",4.75,"1,200.00",3000,500,CFQ DEC OL,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA GR LTQ  6,30 NBR8300",6.3,"1,200.00",3000,500,CG DO LTQ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA GR LTQ  8,00 NBR8300",8,"1,200.00",3000,500,CG DO LTQ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA GR LTQ 12,50 NBR8300",12.5,"1,200.00",3000,500,CG DO LTQ,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA ZC 1,55 NBR7008 ZC CR NO RV Z275",1.55,"1,500.00",2203,"2,500",CZC,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"CHAPA ZC 1,55 NBR7008 ZC CR NO RV Z275",1.55,"1,000.00",2203,"2,500",CZC,CHAPA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FABBOF,"TIRA ZC BOB 0,50 NBR7008 ZC CR NO REV B",0.5,35.00,,500,TZC BOB,FITA,compras@fabbof.com.br,DANIEL,3291-9600,, MACIEL,  -   ,  -   ,  -   ,"5,514",Inativo, sim, - , -, -,,,
FADO,,,,,,,,flaviano@fado.com.br,,,, MACIEL,  -   ,  -   ,  -   ,sem compra,sem compra, sim, - , -, -,,,
FAMM,"TIRA FQ 3,00 NBR6658",3,82.00,,,,,,,3227-17-89/8118-2265,, MACIEL,  -   ,  -   ,  -   ,"6,088",Inativo,, - , -, -,,,
FAMM,"TIRA FQ 3,00 NBR6658",3,184.00,,,,,,,3227-17-89/8118-2265,, MACIEL,  -   ,  -   ,  -   ,"6,088",Inativo,, - , -, -,,,
FERNANDA,"TIRA FF BOB 0,45 NBR6658 OL",0.45,101.50,,0,TFF OL BOB,FITA,fernanda@guzzo.ind.br,GUZZO,3229-2056,, MACIEL,  -   ,  -   ,  -   ,"3,212",Inativo,, - , -, -,,,
FERNANDA,"TIRA FF BOB 0,60 NBR6658 OL",0.6,103.00,,0,TFF OL BOB,FITA,fernanda@guzzo.ind.br,GUZZO,3229-2056,, MACIEL,  -   ,  -   ,  -   ,"3,212",Inativo,, - , -, -,,,
FERNANDA,"TIRA FF BOB 0,60 NBR6658 OL",0.6,222.00,,0,TFF OL BOB,FITA,fernanda@guzzo.ind.br,GUZZO,3229-2056,, MACIEL,  -   ,  -   ,  -   ,"3,212",Inativo,, - , -, -,,,
FERNANDA,"TIRA FF BOB 0,60 NBR6658 OL",0.6,160.00,,0,TFF OL BOB,FITA,fernanda@guzzo.ind.br,GUZZO,3229-2056,, MACIEL,  -   ,  -   ,  -   ,"3,212",Inativo,, - , -, -,,,
FERNANDA,"TIRA FF BOB 0,60 NBR6658 OL",0.6,142.00,,0,TFF OL BOB,FITA,fernanda@guzzo.ind.br,GUZZO,3229-2056,, MACIEL,  -   ,  -   ,  -   ,"3,212",Inativo,, - , -, -,,,
FERNANDA,"TIRA FF BOB 0,60 NBR6658 OL",0.6,210.00,,0,TFF OL BOB,FITA,fernanda@guzzo.ind.br,GUZZO,3229-2056,, MACIEL,  -   ,  -   ,  -   ,"3,212",Inativo,, - , -, -,,,
FERNANDA,"TIRA FF BOB 1,50 NBR6658 OL",1.5,59.50,,0,TFF OL BOB,FITA,fernanda@guzzo.ind.br,GUZZO,3229-2056,, MACIEL,  -   ,  -   ,  -   ,"3,212",Inativo,, - , -, -,,,
FERNANDA,"TIRA FQ DEC BOB 2,25 NBR6658 OL",2.25,30.00,,0,TFQ DEC BOB,FITA,fernanda@guzzo.ind.br,GUZZO,3229-2056,, MACIEL,  -   ,  -   ,  -   ,"3,212",Inativo,, - , -, -,,,
FERNANDA,"TIRA FQ DEC BOB 2,25 NBR6658 OL",2.25,106.00,,0,TFQ DEC BOB,FITA,fernanda@guzzo.ind.br,GUZZO,3229-2056,, MACIEL,  -   ,  -   ,  -   ,"3,212",Inativo,, - , -, -,,,
FIXAR,"CHAPA FQ 4,75 ASTM A 36",4.75,"1,000.00",1510,"3,000",CFQ ,CHAPA,rh.fixar@terra.com.br,EVANDRO,3229-5151,, MACIEL,  -   ,  -   ,  -   ,"4,647",Inativo,, - , -, -,,,
FLANTECH,"CHAPA GR LTQ  9,50 NBR8300",9.5,"1,200.00",2000,"60,000",CG DO LTQ,CHAPA,vicente@flantech.com.br,VICENTE,81175145/3028-5446/321141-18/ALESSANDRO 91834567,, MACIEL,  -   ,  -   ,  -   ,"2,940",Inativo, sim, - , -, -,,,
FLANTECH,"CHAPA GR LTQ  8,00 NBR8300",8,"1,200.00",3000,"5,000",CG DO LTQ,CHAPA,vicente@flantech.com.br,VICENTE,81175145/3028-5446/321141-18/ALESSANDRO 91834567,, MACIEL,  -   ,  -   ,  -   ,"2,940",Inativo, sim, - , -, -,,,
FLANTECH,"CHAPA GR LTQ  10,00 SAE1010",10,"1,200.00",2000,"5,000",CG DO LTQ,CHAPA,vicente@flantech.com.br,VICENTE,81175145/3028-5446/321141-18/ALESSANDRO 91834567,, MACIEL,  -   ,  -   ,  -   ,"2,940",Inativo, sim, - , -, -,,,
FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV B",1.25,240.00,,"7,000",TZC BOB,FITA,vicente@flantech.com.br,VICENTE,81175145/3028-5446/321141-18/ALESSANDRO 91834567,, MACIEL,  -   ,  -   ,  -   ,"2,940",Inativo, sim, - , -, -,,,
FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV B",1.25,25.00,,"7,000",TZC BOB,FITA,vicente@flantech.com.br,VICENTE,81175145/3028-5446/321141-18/ALESSANDRO 91834567,, MACIEL,  -   ,  -   ,  -   ,"2,940",Inativo, sim, - , -, -,,,
FONTANA MAQ,"CHAPA GR LTQ  8,00 NBR 6656 LNE 38",8,"1,200.00",3760,"2,000",CG DO LTQ,CHAPA,salviano@assistemaq.com.br,SALVIANO,54 3292-6565/91130590-4009-3500,, MACIEL,  -   ,  -   ,  -   ,"3,872",Inativo,, - , -, -,,,
